"MONTANA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Montana (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"30.0","96.0","MT","MT Total Mig - US & For","14078.0","25006.0","825394.0"
"30.0","97.0","MT","MT Total Mig - US","13819.0","24485.0","816649.0"
"30.0","98.0","MT","MT Total Mig - Foreign","259.0","521.0","8745.0"
"30.0","30.0","MT","MT Non-Migrants","366037.0","750302.0","17012538.0"
"30.0","53.0","WA","WASHINGTON","1613.0","2799.0","56251.0"
"30.0","6.0","CA","CALIFORNIA","1459.0","2511.0","62521.0"
"30.0","56.0","WY","WYOMING","812.0","1397.0","25978.0"
"30.0","8.0","CO","COLORADO","786.0","1309.0","316950.0"
"30.0","16.0","ID","IDAHO","750.0","1501.0","23912.0"
"30.0","41.0","OR","OREGON","690.0","1222.0","21466.0"
"30.0","48.0","TX","TEXAS","587.0","1093.0","27209.0"
"30.0","4.0","AZ","ARIZONA","577.0","1076.0","21178.0"
"30.0","38.0","ND","NORTH DAKOTA","425.0","729.0","20980.0"
"30.0","27.0","MN","MINNESOTA","421.0","665.0","13497.0"
"30.0","12.0","FL","FLORIDA","404.0","710.0","15442.0"
"30.0","49.0","UT","UTAH","392.0","834.0","16019.0"
"30.0","32.0","NV","NEVADA","350.0","659.0","13656.0"
"30.0","26.0","MI","MICHIGAN","292.0","480.0","10288.0"
"30.0","57.0","FR","Foreign","259.0","521.0","8745.0"
"30.0","2.0","AK","ALASKA","248.0","452.0","12465.0"
"30.0","46.0","SD","SOUTH DAKOTA","228.0","406.0","7253.0"
"30.0","17.0","IL","ILLINOIS","227.0","337.0","11026.0"
"30.0","39.0","OH","OHIO","226.0","403.0","10249.0"
"30.0","55.0","WI","WISCONSIN","225.0","348.0","7292.0"
"30.0","42.0","PA","PENNSYLVANIA","215.0","349.0","9584.0"
"30.0","36.0","NY","NEW YORK","201.0","300.0","6501.0"
"30.0","37.0","NC","NORTH CAROLINA","194.0","327.0","7515.0"
"30.0","13.0","GA","GEORGIA","182.0","341.0","6287.0"
"30.0","51.0","VA","VIRGINIA","182.0","353.0","9717.0"
"30.0","35.0","NM","NEW MEXICO","178.0","384.0","8710.0"
"30.0","29.0","MO","MISSOURI","173.0","323.0","10811.0"
"30.0","40.0","OK","OKLAHOMA","145.0","297.0","5650.0"
"30.0","47.0","TN","TENNESSEE","144.0","287.0","5175.0"
"30.0","31.0","NE","NEBRASKA","127.0","218.0","4335.0"
"30.0","18.0","IN","INDIANA","121.0","225.0","3465.0"
"30.0","19.0","IA","IOWA","118.0","209.0","4497.0"
"30.0","20.0","KS","KANSAS","108.0","201.0","3306.0"
"30.0","15.0","HI","HAWAII","97.0","185.0","4335.0"
"30.0","45.0","SC","SOUTH CAROLINA","87.0","145.0","2607.0"
"30.0","25.0","MA","MASSACHUSETTS","86.0","117.0","2552.0"
"30.0","34.0","NJ","NEW JERSEY","79.0","129.0","3322.0"
"30.0","21.0","KY","KENTUCKY","74.0","148.0","2220.0"
"30.0","5.0","AR","ARKANSAS","70.0","153.0","2501.0"
"30.0","24.0","MD","MARYLAND","69.0","116.0","3085.0"
"30.0","33.0","NH","NEW HAMPSHIRE","68.0","88.0","1637.0"
"30.0","22.0","LA","LOUISIANA","63.0","114.0","2825.0"
"30.0","1.0","AL","ALABAMA","62.0","130.0","2815.0"
"30.0","23.0","ME","MAINE","52.0","82.0","1801.0"
"30.0","50.0","VT","VERMONT","46.0","62.0","1087.0"
"30.0","28.0","MS","MISSISSIPPI","45.0","79.0","1902.0"
"30.0","9.0","CT","CONNECTICUT","44.0","63.0","1644.0"
"30.0","54.0","WV","WEST VIRGINIA","34.0","65.0","1243.0"
"30.0","11.0","DC","DISTRICT OF COLUMBIA","18.0","27.0","1351.0"
"30.0","10.0","DE","DELAWARE","14.0","21.0","293.0"
"30.0","44.0","RI","RHODE ISLAND","11.0","16.0","244.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
