"WEST VIRGINIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into West Virginia (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"54.0","96.0","WV","WV Total Mig - US & For","17892.0","33999.0","667067.0"
"54.0","97.0","WV","WV Total Mig - US","17735.0","33674.0","661555.0"
"54.0","98.0","WV","WV Total Mig - Foreign","157.0","325.0","5512.0"
"54.0","54.0","WV","WV Non-Migrants","639123.0","1367022.0","30188027.0"
"54.0","39.0","OH","OHIO","2789.0","5211.0","82314.0"
"54.0","51.0","VA","VIRGINIA","2489.0","4766.0","96371.0"
"54.0","24.0","MD","MARYLAND","2138.0","4064.0","93914.0"
"54.0","42.0","PA","PENNSYLVANIA","1639.0","2893.0","62745.0"
"54.0","12.0","FL","FLORIDA","1270.0","2298.0","44620.0"
"54.0","37.0","NC","NORTH CAROLINA","1199.0","2443.0","34833.0"
"54.0","21.0","KY","KENTUCKY","633.0","1332.0","23060.0"
"54.0","45.0","SC","SOUTH CAROLINA","471.0","860.0","13771.0"
"54.0","48.0","TX","TEXAS","439.0","873.0","19409.0"
"54.0","13.0","GA","GEORGIA","397.0","821.0","15262.0"
"54.0","36.0","NY","NEW YORK","397.0","712.0","16617.0"
"54.0","47.0","TN","TENNESSEE","374.0","745.0","13538.0"
"54.0","6.0","CA","CALIFORNIA","359.0","615.0","12762.0"
"54.0","18.0","IN","INDIANA","257.0","545.0","9099.0"
"54.0","26.0","MI","MICHIGAN","256.0","499.0","11178.0"
"54.0","34.0","NJ","NEW JERSEY","253.0","491.0","10136.0"
"54.0","17.0","IL","ILLINOIS","196.0","356.0","6782.0"
"54.0","8.0","CO","COLORADO","167.0","359.0","7350.0"
"54.0","4.0","AZ","ARIZONA","157.0","313.0","5892.0"
"54.0","57.0","FR","Foreign","157.0","325.0","5512.0"
"54.0","1.0","AL","ALABAMA","134.0","255.0","4754.0"
"54.0","29.0","MO","MISSOURI","119.0","230.0","4477.0"
"54.0","25.0","MA","MASSACHUSETTS","113.0","183.0","4874.0"
"54.0","53.0","WA","WASHINGTON","113.0","229.0","4031.0"
"54.0","22.0","LA","LOUISIANA","105.0","203.0","5238.0"
"54.0","40.0","OK","OKLAHOMA","98.0","207.0","4071.0"
"54.0","9.0","CT","CONNECTICUT","87.0","141.0","14214.0"
"54.0","32.0","NV","NEVADA","85.0","154.0","3254.0"
"54.0","55.0","WI","WISCONSIN","83.0","144.0","3214.0"
"54.0","5.0","AR","ARKANSAS","74.0","135.0","2338.0"
"54.0","10.0","DE","DELAWARE","71.0","131.0","2162.0"
"54.0","20.0","KS","KANSAS","68.0","141.0","3110.0"
"54.0","11.0","DC","DISTRICT OF COLUMBIA","61.0","89.0","2118.0"
"54.0","28.0","MS","MISSISSIPPI","60.0","109.0","2203.0"
"54.0","27.0","MN","MINNESOTA","54.0","95.0","2621.0"
"54.0","49.0","UT","UTAH","51.0","113.0","2356.0"
"54.0","23.0","ME","MAINE","48.0","93.0","1743.0"
"54.0","41.0","OR","OREGON","44.0","88.0","1350.0"
"54.0","19.0","IA","IOWA","43.0","80.0","1540.0"
"54.0","2.0","AK","ALASKA","38.0","84.0","1839.0"
"54.0","15.0","HI","HAWAII","38.0","74.0","1097.0"
"54.0","31.0","NE","NEBRASKA","32.0","49.0","732.0"
"54.0","35.0","NM","NEW MEXICO","32.0","75.0","1605.0"
"54.0","44.0","RI","RHODE ISLAND","32.0","49.0","1044.0"
"54.0","33.0","NH","NEW HAMPSHIRE","30.0","55.0","1059.0"
"54.0","50.0","VT","VERMONT","28.0","49.0","747.0"
"54.0","56.0","WY","WYOMING","28.0","59.0","1096.0"
"54.0","30.0","MT","MONTANA","27.0","47.0","964.0"
"54.0","16.0","ID","IDAHO","24.0","57.0","854.0"
"54.0","38.0","ND","NORTH DAKOTA","22.0","42.0","760.0"
"54.0","46.0","SD","SOUTH DAKOTA","13.0","18.0","436.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
